,counter_id,daily_range_high,daily_range_low,ticker,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time,name
23380,2,138.99,138.99,FMBCH,118.5,136,139,138.99,3545,0,0,7.77,12.86,3.13,324715.39,25245.06,2336250000,10/30/2018,15:01:23,FMB CAPITAL HOLDINGS PLC
23381,3,204.85,204.85,ILLOVO,204.85,0,204.85,204.85,402671,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/30/2018,15:01:23,ILLOVO SUGAR MALAWI PLC
23382,4,,,MPICO,18,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/30/2018,15:01:23,MALAWI PROPERTY INVESTMENT COMPANY PLC
23383,5,332,332,NBM,330.03,0,330.03,332,248597,19.3,5.81,12.35,8.1,1.92,155021.34,19147,466931738,10/30/2018,15:01:23,NATIONAL BANK OF MALAWI
23384,6,,,NBS,10,0,10.01,10.01,0,,,-3.75,-26.67,2.33,29134.84,-1092.31,2910573356,10/30/2018,15:01:23,NBS BANK PLC
23385,7,50.99,50.98,NICO,0,50.98,50.99,50.99,1709670,1.5,2.94,20.91,4.78,2.36,53184.56,11123,1043041096,10/30/2018,15:01:23,NICO HOLDINGS PLC
23386,8,86,86,NITL,75,92,86,86,113839,1.3,1.51,19.13,5.23,1.35,11610,2221.35,135000000,10/30/2018,15:01:23,NATIONAL INVESTMENT TRUST PLC
23387,9,,,OMU,0,2513.25,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/30/2018,15:01:23,OLD MUTUAL LIMITED
23388,10,,,PCL,893,1100,1050,1050,0,25,2.38,31.42,3.18,1.01,126268.61,39673,120255820,10/30/2018,15:01:23,PRESS CORPORATION PLC
23389,11,,,STANDARD,600,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/30/2018,15:01:23,STANDARD BANK MALAWI PLC
23390,12,145,145,SUNBIRD,125,145,145,145,2038,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/30/2018,15:01:23,SUNBIRD TOURISM PLC
23391,13,25.49,24.5,TNM,24.5,24.51,25.49,25.39,1063068,0.6,2.36,5.14,19.45,8.75,254950.12,13108,10040450000,10/30/2018,15:01:23,TELEKOM NETWORKS MALAWI PLC
23392,1,12.3,12.3,BHL,0,12.6,12.3,12.3,31427,1.15,9.35,4.9,20.39,2.01,10328.93,506.54,839750705,10/29/2018,14:33:14,BLANTYRE HOTELS PLC
23393,2,,,FMBCH,118.5,139,139,139,0,0,0,7.77,12.86,3.13,324738.75,25245.06,2336250000,10/29/2018,14:33:14,FMB CAPITAL HOLDINGS PLC
23394,3,,,ILLOVO,175,204.85,204.85,204.85,0,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/29/2018,14:33:14,ILLOVO SUGAR MALAWI PLC
23395,4,,,MPICO,18,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/29/2018,14:33:14,MALAWI PROPERTY INVESTMENT COMPANY PLC
23396,5,,,NBM,330.03,0,330.03,330.03,0,19.3,5.85,12.42,8.05,1.9,154101.48,19147,466931738,10/29/2018,14:33:14,NATIONAL BANK OF MALAWI
23397,6,,,NBS,10,0,10.01,10.01,0,,,-3.75,-26.67,2.33,29134.84,-1092.31,2910573356,10/29/2018,14:33:14,NBS BANK PLC
23398,7,,,NICO,0,51,50.99,50.99,0,1.5,2.94,20.91,4.78,2.36,53184.67,11123,1043041096,10/29/2018,14:33:14,NICO HOLDINGS PLC
23399,8,,,NITL,86,92,86,86,0,1.3,1.51,19.13,5.23,1.35,11610,2221.35,135000000,10/29/2018,14:33:14,NATIONAL INVESTMENT TRUST PLC
23400,9,,,OMU,0,2513.25,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/29/2018,14:33:14,OLD MUTUAL LIMITED
23401,10,,,PCL,893,1100,1050,1050,0,25,2.38,31.42,3.18,1.01,126268.61,39673,120255820,10/29/2018,14:33:14,PRESS CORPORATION PLC
23402,11,,,STANDARD,600,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/29/2018,14:33:14,STANDARD BANK MALAWI PLC
23403,12,145,145,SUNBIRD,125,145,145,145,5200,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/29/2018,14:33:14,SUNBIRD TOURISM PLC
23404,13,,,TNM,24.5,26.5,25.49,25.49,0,0.6,2.35,5.12,19.52,8.78,255931.07,13108,10040450000,10/29/2018,14:33:14,TELEKOM NETWORKS MALAWI PLC
23405,1,,,BHL,0,12.6,12.3,12.3,0,1.15,9.35,4.9,20.39,2.01,10328.93,506.54,839750705,10/26/2018,14:05:44,BLANTYRE HOTELS PLC
23406,2,139,139,FMBCH,134,139,156.99,139,500,0,0,7.77,12.86,3.13,324738.75,25245.06,2336250000,10/26/2018,14:05:44,FMB CAPITAL HOLDINGS PLC
23407,3,204.85,204.85,ILLOVO,175,204.85,204.85,204.85,200,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/26/2018,14:05:44,ILLOVO SUGAR MALAWI PLC
23408,4,,,MPICO,18,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/26/2018,14:05:44,MALAWI PROPERTY INVESTMENT COMPANY PLC
23409,5,330.03,330.02,NBM,330.02,0,330,330.03,5092,19.3,5.85,12.43,8.05,1.9,154100.17,19147,466931738,10/26/2018,14:05:44,NATIONAL BANK OF MALAWI
23410,6,,,NBS,10,0,10.01,10.01,0,,,-3.75,-26.67,2.33,29134.84,-1092.31,2910573356,10/26/2018,14:05:44,NBS BANK PLC
23411,7,,,NICO,0,51,50.99,50.99,0,1.5,2.94,20.91,4.78,2.36,53184.67,11123,1043041096,10/26/2018,14:05:44,NICO HOLDINGS PLC
23412,8,,,NITL,86,92,86,86,0,1.3,1.51,19.13,5.23,1.35,11610,2221.35,135000000,10/26/2018,14:05:44,NATIONAL INVESTMENT TRUST PLC
23413,9,,,OMU,0,2513.25,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/26/2018,14:05:44,OLD MUTUAL LIMITED
23414,10,,,PCL,893,1100,1050,1050,0,25,2.38,31.42,3.18,1.01,126268.61,39673,120255820,10/26/2018,14:05:44,PRESS CORPORATION PLC
23415,11,,,STANDARD,600,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/26/2018,14:05:44,STANDARD BANK MALAWI PLC
23416,12,,,SUNBIRD,125,145,145,145,0,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/26/2018,14:05:44,SUNBIRD TOURISM PLC
23417,13,26.5,24.5,TNM,24.5,0,26.5,25.49,91692,0.6,2.35,5.12,19.52,8.78,255887.9,13108,10040450000,10/26/2018,14:05:44,TELEKOM NETWORKS MALAWI PLC
23418,1,,,BHL,0,12.6,12.3,12.3,0,1.15,9.35,4.9,20.39,2.01,10328.93,506.54,839750705,10/25/2018,15:09:32,BLANTYRE HOTELS PLC
23419,2,,,FMBCH,134,145,156.99,156.99,0,0,0,6.88,14.53,3.54,366767.89,25245.06,2336250000,10/25/2018,15:09:32,FMB CAPITAL HOLDINGS PLC
23420,3,,,ILLOVO,175,204.85,204.85,204.85,0,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/25/2018,15:09:32,ILLOVO SUGAR MALAWI PLC
23421,4,,,MPICO,0,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/25/2018,15:09:32,MALAWI PROPERTY INVESTMENT COMPANY PLC
23422,5,330,330,NBM,330.02,0,330,330,1018,19.3,5.85,12.43,8.05,1.9,154087.47,19147,466931738,10/25/2018,15:09:32,NATIONAL BANK OF MALAWI
23423,6,10.01,10,NBS,10,0,10.01,10.01,51158,,,-3.75,-26.67,2.33,29134.84,-1092.31,2910573356,10/25/2018,15:09:32,NBS BANK PLC
23424,7,,,NICO,0,51,50.99,50.99,0,1.5,2.94,20.91,4.78,2.36,53184.67,11123,1043041096,10/25/2018,15:09:32,NICO HOLDINGS PLC
23425,8,,,NITL,86,92,86,86,0,1.3,1.51,19.13,5.23,1.35,11610,2221.35,135000000,10/25/2018,15:09:32,NATIONAL INVESTMENT TRUST PLC
23426,9,,,OMU,0,2513.25,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/25/2018,15:09:32,OLD MUTUAL LIMITED
23427,10,,,PCL,893,1100,1050,1050,0,25,2.38,31.42,3.18,1.01,126268.61,39673,120255820,10/25/2018,15:09:32,PRESS CORPORATION PLC
23428,11,,,STANDARD,600,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/25/2018,15:09:32,STANDARD BANK MALAWI PLC
23429,12,,,SUNBIRD,0,145,145,145,0,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/25/2018,15:09:32,SUNBIRD TOURISM PLC
23430,13,26.5,26.5,TNM,24.5,26.5,25.08,26.5,5560,0.6,2.26,4.93,20.3,9.13,266071.93,13108,10040450000,10/25/2018,15:09:32,TELEKOM NETWORKS MALAWI PLC
23431,. 1,,,BHL,0,12.6,12.3,12.3,0,1.15,9.35,4.9,20.39,2.01,10328.93,506.54,839750705,10/24/2018,15:26:34,BLANTYRE HOTELS PLC
23432,10,,,PCL,0,2513.25,1050,1050,0,25,2.38,31.42,3.18,1.01,126268.61,39673,120255820,10/24/2018,15:26:34,PRESS CORPORATION PLC
23433,11,,,STANDARD,0,1100.00 670.00,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/24/2018,15:26:34,STANDARD BANK MALAWI PLC
23434,12,,,SUNBIRD,125,145,145,145,0,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/24/2018,15:26:34,SUNBIRD TOURISM PLC
23435,13,,,TNM,24.5,26.5,25.08,25.08,0,0.6,2.39,5.21,19.21,8.64,251814.49,13108,10040450000,10/24/2018,15:26:34,TELEKOM NETWORKS MALAWI PLC
23436,2,,,FMBCH,141,145,156.99,156.99,0,0,0,6.88,14.53,3.54,366767.89,25245.06,2336250000,10/24/2018,15:26:34,FMB CAPITAL HOLDINGS PLC
23437,3,,,ILLOVO,,,204.85,204.85,0,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/24/2018,15:26:34,ILLOVO SUGAR MALAWI PLC
23438,4,,,MPICO,18,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/24/2018,15:26:34,MALAWI PROPERTY INVESTMENT COMPANY PLC
23439,5,330,330,NBM,330,0,325.01,330,2259,19.3,5.85,12.43,8.05,1.9,154087.47,19147,466931738,10/24/2018,15:26:34,NATIONAL BANK OF MALAWI
23440,6,10.01,10.01,NBS,10,10.01,10,10.01,13745,,,-3.75,-26.67,2.33,29134.84,-1092.31,2910573356,10/24/2018,15:26:34,NBS BANK PLC
23441,7,50.99,50.99,NICO,0,51,51,50.99,20352,1.5,2.94,20.91,4.78,2.36,53184.67,11123,1043041096,10/24/2018,15:26:34,NICO HOLDINGS PLC
23442,8,,,NITL,86,92,86,86,0,1.3,1.51,19.13,5.23,1.35,11610,2221.35,135000000,10/24/2018,15:26:34,NATIONAL INVESTMENT TRUST PLC
23443,9,,,OMU,0,,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/24/2018,15:26:34,OLD MUTUAL LIMITED
23444,1,,,BHL,0,12.6,12.3,12.3,0,1.15,9.35,4.9,20.39,2.01,10328.93,506.54,839750705,10/23/2018,15:03:39,BLANTYRE HOTELS PLC
23445,2,,,FMBCH,141,156.99,156.99,156.99,0,0,0,6.88,14.53,3.54,366767.89,25245.06,2336250000,10/23/2018,15:03:39,FMB CAPITAL HOLDINGS PLC
23446,3,204.85,204.85,ILLOVO,0,0,204.85,204.85,7192120,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/23/2018,15:03:39,ILLOVO SUGAR MALAWI PLC
23447,4,,,MPICO,18,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/23/2018,15:03:39,MALAWI PROPERTY INVESTMENT COMPANY PLC
23448,5,,,NBM,325.01,0,325.01,325.01,0,19.3,5.94,12.62,7.93,1.88,151757.48,19147,466931738,10/23/2018,15:03:39,NATIONAL BANK OF MALAWI
23449,6,10,10,NBS,10,0,10,10,6228,,,-3.75,-26.65,2.32,29105.73,-1092.31,2910573356,10/23/2018,15:03:39,NBS BANK PLC
23450,7,,,NICO,0,51,51,51,0,1.5,2.94,20.91,4.78,2.36,53195.1,11123,1043041096,10/23/2018,15:03:39,NICO HOLDINGS PLC
23451,8,86,86,NITL,86,92,86.01,86,5000,1.3,1.51,19.13,5.23,1.35,11610,2221.35,135000000,10/23/2018,15:03:39,NATIONAL INVESTMENT TRUST PLC
23452,9,,,OMU,0,2513.25,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/23/2018,15:03:39,OLD MUTUAL LIMITED
23453,10,1050,1050,PCL,0,1100,1049.25,1050,40000,25,2.38,31.42,3.18,1.01,126268.61,39673,120255820,10/23/2018,15:03:39,PRESS CORPORATION PLC
23454,11,,,STANDARD,0,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/23/2018,15:03:39,STANDARD BANK MALAWI PLC
23455,12,,,SUNBIRD,125,145,145,145,0,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/23/2018,15:03:39,SUNBIRD TOURISM PLC
23456,13,26.5,24.5,TNM,24.5,26.5,26.5,25.08,179880,0.6,2.39,5.2,19.21,8.64,251858.66,13108,10040450000,10/23/2018,15:03:39,TELEKOM NETWORKS MALAWI PLC
23457,1,,,BHL,0,12.6,12.3,12.3,0,1.15,9.35,4.9,20.39,2.01,10328.93,506.54,839750705,10/22/2018,15:49:21,BLANTYRE HOTELS PLC
23458,2,156.99,156.99,FMBCH,134,156.99,156.99,156.99,14100000,0,0,6.88,14.53,3.54,366767.89,25245.06,2336250000,10/22/2018,15:49:21,FMB CAPITAL HOLDINGS PLC
23459,3,204.85,204.85,ILLOVO,175,0,204.85,204.85,2807880,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/22/2018,15:49:21,ILLOVO SUGAR MALAWI PLC
23460,4,,,MPICO,19.1,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/22/2018,15:49:21,MALAWI PROPERTY INVESTMENT COMPANY PLC
23461,5,325.01,325.01,NBM,325.01,0,325.01,325.01,100,19.3,5.94,12.62,7.93,1.88,151757.48,19147,466931738,10/22/2018,15:49:21,NATIONAL BANK OF MALAWI
23462,6,,,NBS,10,0,10,10,0,,,-3.75,-26.65,2.32,29105.73,-1092.31,2910573356,10/22/2018,15:49:21,NBS BANK PLC
23463,7,51,51,NICO,0,51,51,51,220042,1.5,2.94,20.91,4.78,2.36,53195.1,11123,1043041096,10/22/2018,15:49:21,NICO HOLDINGS PLC
23464,8,86.01,86.01,NITL,86,92,86.01,86.01,100000,1.3,1.51,19.13,5.23,1.35,11611.35,2221.35,135000000,10/22/2018,15:49:21,NATIONAL INVESTMENT TRUST PLC
23465,9,,,OMU,0,2513.25,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/22/2018,15:49:21,OLD MUTUAL LIMITED
23466,10,,,PCL,0,1100,1049.25,1049.25,0,25,2.38,31.44,3.18,1,126178.42,39673,120255820,10/22/2018,15:49:21,PRESS CORPORATION PLC
23467,11,,,STANDARD,0,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/22/2018,15:49:21,STANDARD BANK MALAWI PLC
23468,12,,,SUNBIRD,125,145,145,145,0,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/22/2018,15:49:21,SUNBIRD TOURISM PLC
23469,13,26.5,26.5,TNM,24.56,26.5,26.17,26.5,35841,0.6,2.26,4.93,20.3,9.13,266071.93,13108,10040450000,10/22/2018,15:49:21,TELEKOM NETWORKS MALAWI PLC
23470,1,12.3,12.3,BHL,0,0,12.3,12.3,18000,1.15,9.35,4.9,20.39,2.01,10328.93,506.54,839750705,10/19/2018,14:18:58,BLANTYRE HOTELS PLC
23471,2,,,FMBCH,134,156.99,156.99,156.99,0,0,0,6.88,14.53,3.54,366767.89,25245.06,2336250000,10/19/2018,14:18:58,FMB CAPITAL HOLDINGS PLC
23472,3,,,ILLOVO,175,0,204.85,204.85,0,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/19/2018,14:18:58,ILLOVO SUGAR MALAWI PLC
23473,4,19.5,19.5,MPICO,19.1,19.5,19.5,19.5,500000,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/19/2018,14:18:58,MALAWI PROPERTY INVESTMENT COMPANY PLC
23474,5,,,NBM,325.01,0,325.01,325.01,0,19.3,5.94,12.62,7.93,1.88,151757.48,19147,466931738,10/19/2018,14:18:58,NATIONAL BANK OF MALAWI
23475,6,10.01,10,NBS,10,0,9.2,10,30000,,,-3.75,-26.65,2.33,29115.34,-1092.31,2910573356,10/19/2018,14:18:58,NBS BANK PLC
23476,7,51,51,NICO,0,51,51,51,1601355,1.5,2.94,20.91,4.78,2.36,53195.1,11123,1043041096,10/19/2018,14:18:58,NICO HOLDINGS PLC
23477,8,,,NITL,86,92,86.01,86.01,0,1.3,1.51,19.13,5.23,1.35,11611.35,2221.35,135000000,10/19/2018,14:18:58,NATIONAL INVESTMENT TRUST PLC
23478,9,2513.25,2513.25,OMU,0,0,2513.25,2513.25,1048,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/19/2018,14:18:58,OLD MUTUAL LIMITED
23479,10,1100,965.83,PCL,0,1100,965.83,1049.25,60965,25,2.38,31.44,3.18,1,126178.53,39673,120255820,10/19/2018,14:18:58,PRESS CORPORATION PLC
23480,11,,,STANDARD,0,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/19/2018,14:18:58,STANDARD BANK MALAWI PLC
23481,12,,,SUNBIRD,125,145,145,145,0,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/19/2018,14:18:58,SUNBIRD TOURISM PLC
23482,13,26.5,24.56,TNM,24.56,26.5,24.56,26.17,69901,0.6,2.29,4.99,20.05,9.02,262763.6,13108,10040450000,10/19/2018,14:18:58,TELEKOM NETWORKS MALAWI PLC
23483,1,,,BHL,0,12.3,12.3,12.3,0,1.15,9.35,4.9,20.39,2.01,10328.93,506.54,839750705,10/18/2018,15:01:56,BLANTYRE HOTELS PLC
23484,2,156.99,156.99,FMBCH,0,156.99,156.99,156.99,50000,0,0,6.88,14.53,3.54,366767.89,25245.06,2336250000,10/18/2018,15:01:56,FMB CAPITAL HOLDINGS PLC
23485,3,,,ILLOVO,175,0,204.85,204.85,0,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/18/2018,15:01:56,ILLOVO SUGAR MALAWI PLC
23486,4,,,MPICO,19.1,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/18/2018,15:01:56,MALAWI PROPERTY INVESTMENT COMPANY PLC
23487,5,325.01,325.01,NBM,325,0,325,325.01,10183,19.3,5.94,12.62,7.93,1.88,151757.48,19147,466931738,10/18/2018,15:01:56,NATIONAL BANK OF MALAWI
23488,6,,,NBS,9.2,0,9.2,9.2,0,,,-4.08,-24.51,2.14,26777.27,-1092.31,2910573356,10/18/2018,15:01:56,NBS BANK PLC
23489,7,,,NICO,0,45,51,51,0,1.5,2.94,20.91,4.78,2.36,53195.1,11123,1043041096,10/18/2018,15:01:56,NICO HOLDINGS PLC
23490,8,,,NITL,86,92,86.01,86.01,0,1.3,1.51,19.13,5.23,1.35,11611.35,2221.35,135000000,10/18/2018,15:01:56,NATIONAL INVESTMENT TRUST PLC
23491,9,,,OMU,,,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/18/2018,15:01:56,OLD MUTUAL LIMITED
23492,10,965.83,965.83,PCL,0,1100,965.83,965.83,500,25,2.59,34.16,2.93,0.93,116146.68,39673,120255820,10/18/2018,15:01:56,PRESS CORPORATION PLC
23493,11,,,STANDARD,0,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/18/2018,15:01:56,STANDARD BANK MALAWI PLC
23494,12,,,SUNBIRD,125,145,145,145,0,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/18/2018,15:01:56,SUNBIRD TOURISM PLC
23495,13,26.15,24.5,TNM,24.5,26.15,26.15,24.56,8734,0.6,2.44,5.31,18.81,8.47,246624.58,13108,10040450000,10/18/2018,15:01:56,TELEKOM NETWORKS MALAWI PLC
23496,1,12.3,12.3,BHL,0,12.3,12.29,12.3,8000,1.15,9.35,4.9,20.39,2.01,10328.93,506.54,839750705,10/17/2018,15:09:24,BLANTYRE HOTELS PLC
23497,2,156.99,156.99,FMBCH,0,157,157.98,156.99,100000,0,0,6.88,14.53,3.54,366767.89,25245.06,2336250000,10/17/2018,15:09:24,FMB CAPITAL HOLDINGS PLC
23498,3,,,ILLOVO,175,0,204.85,204.85,0,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/17/2018,15:09:24,ILLOVO SUGAR MALAWI PLC
23499,4,,,MPICO,19.1,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/17/2018,15:09:24,MALAWI PROPERTY INVESTMENT COMPANY PLC
23500,5,,,NBM,325,0,325,325,0,19.3,5.94,12.62,7.93,1.88,151752.81,19147,466931738,10/17/2018,15:09:24,NATIONAL BANK OF MALAWI
23501,6,,,NBS,9.2,0,9.2,9.2,0,,,-4.08,-24.51,2.14,26777.27,-1092.31,2910573356,10/17/2018,15:09:24,NBS BANK PLC
23502,7,,,NICO,0,51,51,51,0,1.5,2.94,20.91,4.78,2.36,53195.1,11123,1043041096,10/17/2018,15:09:24,NICO HOLDINGS PLC
23503,8,86.01,86.01,NITL,86,92,86,86.01,2509,1.3,1.51,19.13,5.23,1.35,11611.35,2221.35,135000000,10/17/2018,15:09:24,NATIONAL INVESTMENT TRUST PLC
23504,9,,,OMU,,,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/17/2018,15:09:24,OLD MUTUAL LIMITED
23505,10,,,PCL,0,1100,965.83,965.83,0,25,2.59,34.16,2.93,0.93,116146.68,39673,120255820,10/17/2018,15:09:24,PRESS CORPORATION PLC
23506,11,,,STANDARD,0,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/17/2018,15:09:24,STANDARD BANK MALAWI PLC
23507,12,,,SUNBIRD,125,145,145,145,0,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/17/2018,15:09:24,SUNBIRD TOURISM PLC
23508,13,26.15,26.15,TNM,24.5,26.15,24.53,26.15,13644,0.6,2.29,4.99,20.03,9.01,262557.77,13108,10040450000,10/17/2018,15:09:24,TELEKOM NETWORKS MALAWI PLC
23509,1,12.29,12.29,BHL,0,12.3,12.3,12.29,111000,1.15,9.36,4.91,20.37,2.01,10320.54,506.54,839750705,10/16/2018,14:18:07,BLANTYRE HOTELS PLC
23510,2,,,FMBCH,0,156.99,157.98,157.98,0,0,0,6.84,14.62,3.56,369080.78,25245.06,2336250000,10/16/2018,14:18:07,FMB CAPITAL HOLDINGS PLC
23511,3,,,ILLOVO,175,0,204.85,204.85,0,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/16/2018,14:18:07,ILLOVO SUGAR MALAWI PLC
23512,4,,,MPICO,19.1,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/16/2018,14:18:07,MALAWI PROPERTY INVESTMENT COMPANY PLC
23513,5,,,NBM,320.01,0,325,325,0,19.3,5.94,12.62,7.93,1.88,151752.81,19147,466931738,10/16/2018,14:18:07,NATIONAL BANK OF MALAWI
23514,6,,,NBS,9.2,0,9.2,9.2,0,,,-4.08,-24.51,2.14,26777.27,-1092.31,2910573356,10/16/2018,14:18:07,NBS BANK PLC
23515,7,,,NICO,0,51,51,51,0,1.5,2.94,20.91,4.78,2.36,53195.1,11123,1043041096,10/16/2018,14:18:07,NICO HOLDINGS PLC
23516,8,,,NITL,86,0,86,86,0,1.3,1.51,19.13,5.23,1.35,11610,2221.35,135000000,10/16/2018,14:18:07,NATIONAL INVESTMENT TRUST PLC
23517,9,,,OMU,,,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/16/2018,14:18:07,OLD MUTUAL LIMITED
23518,10,,,PCL,850,1100,965.83,965.83,0,25,2.59,34.16,2.93,0.93,116146.68,39673,120255820,10/16/2018,14:18:07,PRESS CORPORATION PLC
23519,11,,,STANDARD,0,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/16/2018,14:18:07,STANDARD BANK MALAWI PLC
23520,12,,,SUNBIRD,125,0,145,145,0,0.92,0.63,6.42,15.58,2.02,37929.47,2433.87,261582580,10/16/2018,14:18:07,SUNBIRD TOURISM PLC
23521,13,26.15,24.5,TNM,24.51,26.15,24.5,24.53,55377,0.6,2.45,5.32,18.79,8.45,246310.31,13108,10040450000,10/16/2018,14:18:07,TELEKOM NETWORKS MALAWI PLC
23522,1,12.3,12.3,BHL,0,12.3,12.07,12.3,3173,1.15,9.35,4.9,20.39,2.01,10328.93,506.54,839750705,10/12/2018,15:01:53,BLANTYRE HOTELS PLC
23523,2,,,FMBCH,0,157,157.98,157.98,0,0,0,6.84,14.62,3.56,369080.78,25245.06,2336250000,10/12/2018,15:01:53,FMB CAPITAL HOLDINGS PLC
23524,3,,,ILLOVO,175,0,204.85,204.85,0,0,0,4.84,20.64,3.99,146149.08,7080,713444391,10/12/2018,15:01:53,ILLOVO SUGAR MALAWI PLC
23525,4,,,MPICO,19.1,19.5,19.5,19.5,0,0.18,0.92,11.36,8.8,1.62,44811.93,5092.87,2298047460,10/12/2018,15:01:53,MALAWI PROPERTY INVESTMENT COMPANY PLC
23526,5,,,NBM,320.01,0,325,325,0,19.3,5.94,12.62,7.93,1.88,151752.81,19147,466931738,10/12/2018,15:01:53,NATIONAL BANK OF MALAWI
23527,6,9.2,9.2,NBS,9.01,0,9.01,9.2,1131900,,,-4.08,-24.51,2.14,26777.27,-1092.31,2910573356,10/12/2018,15:01:53,NBS BANK PLC
23528,7,,,NICO,0,51,51,51,0,1.5,2.94,20.91,4.78,2.36,53195.1,11123,1043041096,10/12/2018,15:01:53,NICO HOLDINGS PLC
23529,8,,,NITL,86,0,86,86,0,1.3,1.51,19.13,5.23,1.35,11610,2221.35,135000000,10/12/2018,15:01:53,NATIONAL INVESTMENT TRUST PLC
23530,9,,,OMU,,,2513.25,2513.25,0,0,0,9.65,10.36,1.54,14647.23,1413.28,5828003,10/12/2018,15:01:53,OLD MUTUAL LIMITED
23531,10,1000,950,PCL,850,0,920,965.83,142166,25,2.59,34.16,2.93,0.93,116146.27,39673,120255820,10/12/2018,15:01:53,PRESS CORPORATION PLC
23532,11,,,STANDARD,600,670,670,670,0,10.65,1.59,7.74,12.93,2.18,157227.67,12162,234668162,10/12/2018,15:01:53,STANDARD BANK MALAWI PLC
